"","h96","psuid","h88","i1","d1","j3","W5","W5xHH","s1","s28","ssxsc","s25","sd","s26","s2","s7t","s8t","s7a","s8a","s7c","s8c","s38","s15","s18","s19","s22","s24","s24a","s29","s30","s31","s32","s33","s34","s35","s36","s37","sttxsc","s39","s21","s40","s41","TRAVDATE","TRAVDay","TRAVDD","TRAVMM","TRAVYYYY","j14","j37","jjxsc","j36","j36a","j23","j24","j26","j28","j28a","j29","j30","jttxsc","j32","j33","jotxsc","j54","j31","j31a","j31b","j55","j56","j59","j60","jdungross","j34","jd","j57g","j58g","jtotcost","j62"
"704","2002",20134,31,"Person no.1","Day 1","Jrny 1",0.79062846,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",4,"3 under 8 mins",4,0,"Nil","Last stage (Days 1-6)","Main stage",13230345600,"Monday",14,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",4,"3 under 8 mins",4,4,"3 under 8 mins",4,850,"1400 - 1429","1400 - 1459","M-F 1000 - 1459",852,"1400 - 1429",854,"1400 - 1429",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"705","2002",20134,31,"Person no.1","Day 1","Jrny 2",0.79062846,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",4,"3 under 8 mins",4,0,"Nil","Last stage (Days 1-6)","Main stage",13230345600,"Monday",14,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",4,"3 under 8 mins",4,4,"3 under 8 mins",4,930,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",932,"1530 - 1559",934,"1530 - 1559",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"706","2002",20134,41,"Person no.1","Day 7","Jrny 1",0.88552849,1.11513943,"Stage 1","No",1,25,25,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 2","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,-9,"DNA","Last stage (Day 7)","Main stage",13232937600,"Wednesday",13,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Personal business other","Personal business other","Other personal business",25,"15 under 30 mins",25,25,"15 under 30 mins",25,665,"1100 - 1129","1100 - 1159","M-F 1000 - 1459",677.5,"1100 - 1129",690,"1130 - 1159",25,"2 to under 3 miles",25,"East Midlands","East Midlands",-9,"DNA"
"707","2002",20134,41,"Person no.1","Day 7","Jrny 4",0.92086611,1.15963983,"Stage 1","No",1,65,65,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 2","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Day 7)","Main stage",13232937600,"Wednesday",13,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Home","Eat/drink with friends","Visit friends elsewhere",15,"15 under 30 mins",15,15,"15 under 30 mins",15,970,"1600 - 1629","1600 - 1659","M-F 1600 - 1659",977.5,"1600 - 1629",985,"1600 - 1629",65,"5 to under 10 miles",65,"East Midlands","East Midlands",-9,"DNA"
"708","2002",20134,101,"Person no.1","Day 3","Jrny 2",0.69004962,1.01237366,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",35,"30 under 45 mins",35,-9,"DNA","Last stage (Days 1-6)","Main stage",13232160000,"Monday",4,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",35,"30 under 45 mins",35,35,"30 under 45 mins",35,760,"1230 - 1259","1200 - 1259","M-F 1000 - 1459",777.5,"1230 - 1259",795,"1300 - 1329",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"709","2002",20134,131,"Person no.1","Day 1","Jrny 4",1.00068901,1,"Stage 1","No",1,15,15,"1 to under 2 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 3","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13231814400,"Thursday",31,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,840,"1400 - 1429","1400 - 1459","M-F 1000 - 1459",845,"1400 - 1429",850,"1400 - 1429",15,"1 to under 2 miles",15,"East Midlands","East Midlands",-9,"DNA"
"710","2002",20134,131,"Person no.1","Day 5","Jrny 3",1.16775825,1.16695421,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13232160000,"Monday",4,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Personal business other","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",20,"15 under 30 mins",20,20,"15 under 30 mins",20,590,"0930 - 0959","0900 - 0959","M-F 0900 - 0959",600,"1000 - 1029",610,"1000 - 1029",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"711","2002",20134,131,"Person no.1","Day 6","Jrny 2",1.14537869,1.14459006,"Stage 1","No",1,180,180,"15 to under 25 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,0,"Nil","Last stage (Days 1-6)","Main stage",13232246400,"Tuesday",5,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Food shopping(from 98)","Home","Food shopping(from 98)","Shopping",25,"15 under 30 mins",25,25,"15 under 30 mins",25,555,"0915 - 0929","0900 - 0959","M-F 0900 - 0959",567.5,"0915 - 0929",580,"0930 - 0959",180,"15 to under 25 miles",180,"East Midlands","East Midlands",-9,"DNA"
"712","2002",20134,131,"Person no.1","Day 6","Jrny 4",1.07643395,1.07569279,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Days 1-6)","Main stage",13232246400,"Tuesday",5,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Food shopping(from 98)","Personal business other","Personal business other","Other personal business",15,"15 under 30 mins",15,15,"15 under 30 mins",15,675,"1100 - 1129","1100 - 1159","M-F 1000 - 1459",682.5,"1100 - 1129",690,"1130 - 1159",50,"5 to under 10 miles",50,"East Midlands","East Midlands",-9,"DNA"
"713","2002",20134,131,"Person no.1","Day 7","Jrny 7",1.25952594,1.25865872,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,0,"Nil","Last stage (Day 7)","Main stage",13232332800,"Wednesday",6,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Personal business other","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",30,"30 under 45 mins",30,30,"30 under 45 mins",30,915,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",930,"1530 - 1559",945,"1530 - 1559",50,"5 to under 10 miles",50,"East Midlands","East Midlands",-9,"DNA"
"714","2002",20134,131,"Person no.2","Day 3","Jrny 2",1.07565878,1.07491815,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",6,"3 under 8 mins",6,-9,"DNA","Last stage (Days 1-6)","Main stage",13231987200,"Saturday",2,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Personal business other","Personal business other","Other personal business",6,"3 under 8 mins",6,6,"3 under 8 mins",6,1244,"2030 - 2059","2000 - 2059","Sat",1247,"2030 - 2059",1250,"2030 - 2059",20,"2 to under 3 miles",20,"East Midlands","East Midlands",-9,"DNA"
"715","2002",20134,131,"Person no.2","Day 5","Jrny 1",1.00068901,1,"Stage 1","No",1,13,13,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13232160000,"Monday",4,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Day trip/ just walk","Just walk","Other including just walk",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1260,"2100 - 2129","2100 - 2159","M-F Other times",1275,"2100 - 2129",1290,"2130 - 2159",13,"1 to under 2 miles",13,"East Midlands","East Midlands",-9,"DNA"
"716","2002",20134,131,"Person no.3","Day 1","Jrny 2",1.00068901,1,"Stage 1","No",1,13,13,"1 to under 2 miles","Walk, 1 mile or more",2,"Two",1,"One",1,"One",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231814400,"Thursday",31,"January",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Education","Home","Education","Education",30,"30 under 45 mins",30,30,"30 under 45 mins",30,930,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",945,"1530 - 1559",960,"1600 - 1629",13,"1 to under 2 miles",13,"East Midlands","East Midlands",-9,"DNA"
"717","2002",20134,131,"Person no.3","Day 3","Jrny 1",1.01307119,1.01237366,"Stage 1","No",1,100,100,"10 to under 15 miles","Car",2,"Two",1,"One",1,"One",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13231987200,"Saturday",2,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Holiday: base","Entertain/ public activity","Entertain/ public activity","Entertain/ public activity",15,"15 under 30 mins",15,15,"15 under 30 mins",15,525,"0845 - 0859","0800 - 0859","Sat",532.5,"0845 - 0859",540,"0900 - 0914",100,"10 to under 15 miles",100,"East Midlands","East Midlands",-9,"DNA"
"718","2002",20134,181,"Person no.1","Day 3","Jrny 3",0.98434338,1.01109451,"Stage 1","No",1,110,110,"10 to under 15 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13232764800,"Monday",11,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Work","Home","Commuting","Commuting",20,"15 under 30 mins",20,20,"15 under 30 mins",20,1110,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1120,"1830 - 1859",1130,"1830 - 1859",110,"10 to under 15 miles",110,"East Midlands","East Midlands",-9,"DNA"
"719","2002",20134,181,"Person no.2","Day 1","Jrny 3",0.9735424,1,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13232592000,"Saturday",9,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Visit friends","Visit friends at private home","Visit friends at private home",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1190,"1930 - 1959","1900 - 1959","Sat",1195,"1930 - 1959",1200,"2000 - 2029",50,"5 to under 10 miles",50,"East Midlands","East Midlands",-9,"DNA"
"720","2002",20134,181,"Person no.2","Day 2","Jrny 3",0.9735424,1,"Stage 1","No",1,500,500,"50 to under 75 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",60,"1 under 1.5 hours",60,-9,"DNA","Last stage (Days 1-6)","Main stage",13232678400,"Sunday",10,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Day trip/ just walk","Home","Day trip","Day trip",60,"1 under 1.5 hours",60,60,"1 under 1.5 hours",60,930,"1530 - 1559","1500 - 1559","Sun",960,"1600 - 1629",990,"1630 - 1644",500,"50 to under 100 miles",500,"East Midlands","East Midlands",-9,"DNA"
"721","2002",20134,201,"Person no.1","Day 1","Jrny 1",0.79705107,1,"Stage 1","No",1,726,726,"50 to under 75 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",70,"1 under 1.5 hours",70,0,"Nil","Last stage (Days 1-6)","Main stage",13232678400,"Sunday",10,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Holiday: base","Home","Holiday: base","Holiday: base",70,"1 under 1.5 hours",70,70,"1 under 1.5 hours",70,565,"0915 - 0929","0900 - 0959","Sun",600,"1000 - 1029",635,"1030 - 1059",726,"50 to under 100 miles",726,"South East","East Midlands",-9,"DNA"
"722","2002",20134,201,"Person no.1","Day 5","Jrny 1",0.81900641,1.02754571,"Stage 1","No",1,350,350,"35 to under 50 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",45,"45 mins under 1 hour",45,0,"Nil","Last stage (Days 1-6)","Main stage",13233024000,"Thursday",14,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Work","Commuting","Commuting",45,"45 mins under 1 hour",45,45,"45 mins under 1 hour",45,450,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",472.5,"0745 - 0759",495,"0815 - 0829",350,"35 to under 50 miles",350,"East Midlands","East Midlands",-9,"DNA"
"723","2002",20134,201,"Person no.2","Day 5","Jrny 3",0.85070926,1.06732089,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 2","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",6,"3 under 8 mins",6,0,"Nil","Last stage (Days 1-6)","Main stage",13233024000,"Thursday",14,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Visit friends","Escort shopping/pers. business","Escort shopping/pers. business","Other escort",6,"3 under 8 mins",6,6,"3 under 8 mins",6,910,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",913,"1500 - 1529",916,"1500 - 1529",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"724","2002",20134,211,"Person no.2","Day 6","Jrny 1",0.85657594,1.07468137,"Stage 1","No",1,82,82,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13232678400,"Sunday",10,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Visit friends","Visit friends at private home","Visit friends at private home",15,"15 under 30 mins",15,15,"15 under 30 mins",15,1042,"1715 - 1729","1700 - 1759","Sun",1049.5,"1715 - 1729",1057,"1730 - 1744",82,"5 to under 10 miles",82,"East Midlands","East Midlands",-9,"DNA"
"725","2002",20134,221,"Person no.1","Day 2","Jrny 2",0.75326781,1,"Stage 1","No",1,14,14,"1 to under 2 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13232419200,"Thursday",7,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Work","In course of work","Business","Business",10,"8 under 15 mins",10,10,"8 under 15 mins",10,780,"1300 - 1329","1300 - 1359","M-F 1000 - 1459",785,"1300 - 1329",790,"1300 - 1329",14,"1 to under 2 miles",14,"East Midlands","East Midlands",-9,"DNA"
"726","2002",20135,11,"Person no.2","Day 1","Jrny 2",1.15878354,1,"Stage 1","No",1,105,105,"10 to under 15 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,0,"Nil","Last stage (Days 1-6)","Main stage",13230691200,"Friday",18,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Work","Home","Commuting","Commuting",25,"15 under 30 mins",25,75,"1 under 1.5 hours",75,965,"1600 - 1629","1600 - 1659","M-F 1600 - 1659",1002.5,"1630 - 1644",1040,"1715 - 1729",105,"10 to under 15 miles",105,"East Midlands","East Midlands",-9,"DNA"
"727","2002",20135,51,"Person no.1","Day 2","Jrny 2",0.76356412,1.0019721,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",8,"8 under 15 mins",8,-9,"DNA","Last stage (Days 1-6)","Main stage",13231814400,"Thursday",31,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",8,"8 under 15 mins",8,10,"8 under 15 mins",10,1035,"1715 - 1729","1700 - 1759","M-F 1700 - 1759",1040,"1715 - 1729",1045,"1715 - 1729",10,"1 to under 2 miles",10,"East Midlands","East Midlands",-9,"DNA"
"728","2002",20135,51,"Person no.2","Day 2","Jrny 2",0.76356412,1.0019721,"Stage 1","No",1,25,25,"2 to under 3 miles","Van/lorry",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Non-Household veh.","Non-Householdold van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13231814400,"Thursday",31,"January",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","Personal business other","Visit friends","Visit friends at private home","Visit friends at private home",10,"8 under 15 mins",10,10,"8 under 15 mins",10,825,"1330 - 1359","1300 - 1359","M-F 1000 - 1459",830,"1330 - 1359",835,"1330 - 1359",25,"2 to under 3 miles",25,"East Midlands","East Midlands",-9,"DNA"
