"","h96","psuid","h88","i1","d1","j3","W5","W5xHH","s1","s28","ssxsc","s25","sd","s26","s2","s7t","s8t","s7a","s8a","s7c","s8c","s38","s15","s18","s19","s22","s24","s24a","s29","s30","s31","s32","s33","s34","s35","s36","s37","sttxsc","s39","s21","s40","s41","TRAVDATE","TRAVDay","TRAVDD","TRAVMM","TRAVYYYY","j14","j37","jjxsc","j36","j36a","j23","j24","j26","j28","j28a","j29","j30","jttxsc","j32","j33","jotxsc","j54","j31","j31a","j31b","j55","j56","j59","j60","jdungross","j34","jd","j57g","j58g","jtotcost","j62"
"2585","2002",20311,141,"Person no.2","Day 7","Jrny 2",1.15843989,1.25865872,"Stage 1","No",1,125,125,"10 to under 15 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Day 7)","Main stage",13236048000,"Thursday",21,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",20,"15 under 30 mins",20,20,"15 under 30 mins",20,955,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",965,"1600 - 1629",975,"1600 - 1629",125,"10 to under 15 miles",125,"South West","South West",-9,"DNA"
"2586","2002",20311,161,"Person no.1","Day 5","Jrny 5",0.90509915,1.05000636,"Stage 1","No",1,111,111,"10 to under 15 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13237084800,"Tuesday",2,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",20,"15 under 30 mins",20,20,"15 under 30 mins",20,1398,"2300 - 2329","2300 - 2359","M-F Other times",1408,"2300 - 2329",1418,"2330 - 2359",111,"10 to under 15 miles",111,"South West","South West",-9,"DNA"
"2587","2002",20311,161,"Person no.2","Day 1","Jrny 1",0.86199396,1,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",8,"8 under 15 mins",8,0,"Nil","Last stage (Days 1-6)","Main stage",13236739200,"Friday",29,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",8,"8 under 15 mins",8,8,"8 under 15 mins",8,495,"0815 - 0829","0800 - 0859","M-F 0800 - 0859",499,"0815 - 0829",503,"0815 - 0829",40,"3 to under 5 miles",40,"South West","South West",-9,"DNA"
"2588","2002",20311,161,"Person no.2","Day 1","Jrny 3",0.86199396,1,"Stage 1","No",1,8,8,"Under 1 mile","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Not parked","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",3,"3 under 8 mins",3,0,"Nil","Last stage (Days 1-6)","Main stage",13236739200,"Friday",29,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Personal business other","Personal business other","Other personal business",3,"3 under 8 mins",3,3,"3 under 8 mins",3,832,"1330 - 1359","1300 - 1359","M-F 1000 - 1459",833.5,"1330 - 1359",835,"1330 - 1359",8,"Under 1 mile",8,"South West","South West",-9,"DNA"
"2589","2002",20311,181,"Person no.1","Day 5","Jrny 1",0.80737225,1,"Stage 1","No",1,30,30,"3 to under 5 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13238726400,"Sunday",21,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","In course of work","Business","Business",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1125,"1830 - 1859","1800 - 1859","Sun",1130,"1830 - 1859",1135,"1830 - 1859",30,"3 to under 5 miles",30,"South West","South West",-9,"DNA"
"2590","2002",20311,181,"Person no.1","Day 6","Jrny 4",0.80737225,1,"Stage 1","No",1,90,90,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,0,"Nil","Last stage (Days 1-6)","Main stage",13238812800,"Monday",22,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","In course of work","In course of work","Business","Business",25,"15 under 30 mins",25,25,"15 under 30 mins",25,900,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",912.5,"1500 - 1529",925,"1500 - 1529",90,"5 to under 10 miles",90,"South West","South West",-9,"DNA"
"2591","2002",20311,181,"Person no.2","Day 1","Jrny 10",0.80737225,1,"Stage 1","No",1,70,70,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Non-Household veh.","Non-Householdold car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,0,"Nil","Last stage (Days 1-6)","Main stage",13238380800,"Wednesday",17,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1330,"2200 - 2229","2200 - 2259","M-F Other times",1345,"2200 - 2229",1360,"2230 - 2259",70,"5 to under 10 miles",70,"South West","South West",-9,"DNA"
"2592","2002",20311,181,"Person no.2","Day 3","Jrny 6",0.86785909,1.07491815,"Stage 1","No",1,5,5,"Under 1 mile","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Non-Household veh.","Non-Householdold car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",3,"3 under 8 mins",3,0,"Nil","Last stage (Days 1-6)","Main stage",13238553600,"Friday",19,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Personal business other","Home","Personal business other","Other personal business",3,"3 under 8 mins",3,3,"3 under 8 mins",3,921,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",922.5,"1500 - 1529",924,"1500 - 1529",5,"Under 1 mile",5,"South West","South West",-9,"DNA"
"2593","2002",20311,181,"Person no.3","Day 1","Jrny 5",0.80737225,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",0,"None",1,"One",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",17,"15 under 30 mins",17,-9,"DNA","Last stage (Days 1-6)","Main stage",13238380800,"Wednesday",17,"April",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",17,"15 under 30 mins",17,17,"15 under 30 mins",17,1314,"2130 - 2159","2100 - 2159","M-F Other times",1322.5,"2200 - 2229",1331,"2200 - 2229",10,"1 to under 2 miles",10,"South West","South West",-9,"DNA"
"2594","2002",20311,181,"Person no.3","Day 7","Jrny 3",0.93626102,1.15963983,"Stage 1","No",1,15,15,"1 to under 2 miles","Walk, 1 mile or more",1,"One",0,"None",1,"One",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,-9,"DNA","Last stage (Day 7)","Main stage",13238899200,"Tuesday",23,"April",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",25,"15 under 30 mins",25,25,"15 under 30 mins",25,990,"1630 - 1644","1600 - 1659","M-F 1600 - 1659",1002.5,"1630 - 1644",1015,"1645 - 1659",15,"1 to under 2 miles",15,"South West","South West",-9,"DNA"
"2595","2002",20311,191,"Person no.1","Day 4","Jrny 4",0.81892482,1,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13236134400,"Friday",22,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Day trip/ just walk","Day trip","Day trip",10,"8 under 15 mins",10,10,"8 under 15 mins",10,990,"1630 - 1644","1600 - 1659","M-F 1600 - 1659",995,"1630 - 1644",1000,"1630 - 1644",50,"5 to under 10 miles",50,"South West","South West",-9,"DNA"
"2596","2002",20311,191,"Person no.1","Day 6","Jrny 1",0.88008324,1.07468137,"Stage 1","No",1,240,240,"15 to under 25 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",65,"1 under 1.5 hours",65,0,"Nil","Last stage (Days 1-6)","Main stage",13236307200,"Sunday",24,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Eat/drink with friends","Visit friends elsewhere",65,"1 under 1.5 hours",65,65,"1 under 1.5 hours",65,735,"1200 - 1229","1200 - 1259","Sun",767.5,"1230 - 1259",800,"1300 - 1329",240,"15 to under 25 miles",240,"South West","South West",-9,"DNA"
"2597","2002",20312,21,"Person no.1","Day 3","Jrny 2",1.23302194,1.01237366,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",4,"Four",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13236739200,"Friday",29,"March",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Sport: participate","Home","Sport: participate","Sport: participate",15,"15 under 30 mins",15,15,"15 under 30 mins",15,1065,"1745 - 1759","1700 - 1759","M-F 1700 - 1759",1072.5,"1745 - 1759",1080,"1800 - 1814",40,"3 to under 5 miles",40,"South West","South West",-9,"DNA"
"2598","2002",20312,21,"Person no.3","Day 7","Jrny 1",1.21795142,1,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",4,"Four",2,"Two",2,"Two",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Day 7)","Main stage",13237084800,"Tuesday",2,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Day trip/ just walk","Day trip","Day trip",10,"8 under 15 mins",10,10,"8 under 15 mins",10,875,"1430 - 1459","1400 - 1459","M-F 1000 - 1459",880,"1430 - 1459",885,"1430 - 1459",20,"2 to under 3 miles",20,"South West","South West",-9,"DNA"
"2599","2002",20312,21,"Person no.4","Day 4","Jrny 1",1.3646196,1.12042203,"Stage 1","No",1,30,30,"3 to under 5 miles","Car",2,"Two",1,"One",1,"One",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13236825600,"Saturday",30,"March",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,630,"1030 - 1059","1000 - 1059","Sat",635,"1030 - 1059",640,"1030 - 1059",30,"3 to under 5 miles",30,"South West","South West",-9,"DNA"
"2600","2002",20312,41,"Person no.1","Day 2","Jrny 2",0.84469233,1.06448944,"Stage 1","No",1,285,285,"25 to under 35 miles","Other stage bus",2,"Two",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Other stage bus","Other stage bus",125,"£1 to under £1.50",0,"No cost",125,"£1 to under £1.50","Subsidised travel tokens",75,"1 under 1.5 hours",75,-9,"DNA","Last stage (Days 1-6)","Main stage",13235616000,"Saturday",16,"March",2002,"No","No",1,"Other stage bus","Other stage bus","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",75,"1 under 1.5 hours",75,75,"1 under 1.5 hours",75,930,"1530 - 1559","1500 - 1559","Sat",967.5,"1600 - 1629",1005,"1645 - 1659",285,"25 to under 35 miles",285,"Wales","South West",125,"100-199p"
"2601","2002",20312,41,"Person no.1","Day 2","Jrny 4",0.80579109,1.01546573,"Stage 1","No",1,23,23,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",7,"3 under 8 mins",7,-9,"DNA","Last stage (Days 1-6)","Main stage",13235616000,"Saturday",16,"March",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Escort home","Home","Escort home (not own) & other escort","Other escort",7,"3 under 8 mins",7,7,"3 under 8 mins",7,1055,"1730 - 1744","1700 - 1759","Sat",1058.5,"1730 - 1744",1062,"1730 - 1744",23,"2 to under 3 miles",23,"South West","South West",-9,"DNA"
"2602","2002",20312,41,"Person no.1","Day 7","Jrny 1",0.88488405,1.11513943,"Stage 1","No",1,25,25,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",8,"8 under 15 mins",8,-9,"DNA","Last stage (Day 7)","Main stage",13236048000,"Thursday",21,"March",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Personal business other","Personal business other","Other personal business",8,"8 under 15 mins",8,8,"8 under 15 mins",8,607,"1000 - 1029","1000 - 1059","M-F 1000 - 1459",611,"1000 - 1029",615,"1000 - 1029",25,"2 to under 3 miles",25,"South West","South West",-9,"DNA"
"2603","2002",20312,41,"Person no.2","Day 1","Jrny 3",0.79351875,1,"Stage 1","No",1,296,296,"25 to under 35 miles","Car",4,"Four",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",43,"30 under 45 mins",43,0,"Nil","Last stage (Days 1-6)","Main stage",13235529600,"Friday",15,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",43,"30 under 45 mins",43,43,"30 under 45 mins",43,720,"1200 - 1229","1200 - 1259","M-F 1000 - 1459",741.5,"1200 - 1229",763,"1230 - 1259",296,"25 to under 35 miles",296,"South West","Wales",-9,"DNA"
"2604","2002",20312,41,"Person no.2","Day 1","Jrny 5",0.79351875,1,"Stage 1","No",1,23,23,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Other private car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",7,"3 under 8 mins",7,0,"Nil","Last stage (Days 1-6)","Main stage",13235529600,"Friday",15,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Entertain/ public activity","Entertain/ public activity","Entertain/ public activity",7,"3 under 8 mins",7,7,"3 under 8 mins",7,1155,"1900 - 1929","1900 - 1959","M-F Other times",1158.5,"1900 - 1929",1162,"1900 - 1929",23,"2 to under 3 miles",23,"South West","South West",-9,"DNA"
"2605","2002",20312,51,"Person no.1","Day 6","Jrny 5",1.11046545,1.07569279,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13236825600,"Saturday",30,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Escort work","Escort commuting","Other escort",5,"3 under 8 mins",5,5,"3 under 8 mins",5,410,"0630 - 0659","0600 - 0659","Sat",412.5,"0630 - 0659",415,"0630 - 0659",20,"2 to under 3 miles",20,"South West","South West",-9,"DNA"
"2606","2002",20312,51,"Person no.2","Day 7","Jrny 3",1.15118724,1.11513943,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Day 7)","Main stage",13236912000,"Sunday",31,"March",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Other escort","Escort home (not own) & other escort","Other escort",15,"15 under 30 mins",15,15,"15 under 30 mins",15,1260,"2100 - 2129","2100 - 2159","Sun",1267.5,"2100 - 2129",1275,"2100 - 2129",40,"3 to under 5 miles",40,"South West","South West",-9,"DNA"
"2607","2002",20312,51,"Person no.3","Day 1","Jrny 2",1.03232583,1,"Stage 1","No",1,80,80,"5 to under 10 miles","Car",2,"Two",1,"One",1,"One",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13236393600,"Monday",25,"March",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",15,"15 under 30 mins",15,15,"15 under 30 mins",15,1175,"1930 - 1959","1900 - 1959","M-F Other times",1182.5,"1930 - 1959",1190,"1930 - 1959",80,"5 to under 10 miles",80,"Wales","South West",-9,"DNA"
"2608","2002",20312,51,"Person no.3","Day 4","Jrny 1",1.1566406,1.12042203,"Stage 2","No",1,300,300,"25 to under 35 miles","Surface Rail",3,"Three",2,"Two",1,"One",1,"1","DNA","DNA","DNA","Surface Rail","Surface Rail",210,"£2 to under £3",-9,"DNA",210,"£2 to under £3","Ordinary child",43,"30 under 45 mins",43,-9,"DNA","Last stage (Days 1-6)","Main stage",13236652800,"Thursday",28,"March",2002,"No","No",1,"Surface Rail","Surface rail","Two","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",48,"45 mins under 1 hour",48,60,"1 under 1.5 hours",60,600,"1000 - 1029","1000 - 1059","M-F 1000 - 1459",630,"1030 - 1059",660,"1100 - 1129",320,"25 to under 35 miles",320,"South West","Wales",210,"200-499p"
"2609","2002",20312,51,"Person no.3","Day 4","Jrny 2",1.1566406,1.12042203,"Stage 2","No",1,20,20,"2 to under 3 miles","Car",3,"Three",2,"Two",1,"One",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Other stage",13236652800,"Thursday",28,"March",2002,"No","No",1,"Surface Rail","Surface rail","Two","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",46,"45 mins under 1 hour",46,51,"45 mins under 1 hour",51,849,"1400 - 1429","1400 - 1459","M-F 1000 - 1459",874.5,"1430 - 1459",900,"1500 - 1529",320,"25 to under 35 miles",320,"Wales","South West",210,"200-499p"
"2610","2002",20312,61,"Person no.1","Day 1","Jrny 1",1.11719174,1,"Stage 1","No",1,250,250,"25 to under 35 miles","Van/lorry",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 2","Household van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",40,"30 under 45 mins",40,0,"Nil","Last stage (Days 1-6)","Main stage",13237689600,"Tuesday",9,"April",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","Home","Work","Commuting","Commuting",40,"30 under 45 mins",40,40,"30 under 45 mins",40,270,"0400 - 0459","0400 - 0459","M-F Other times",290,"0400 - 0459",310,"0500 - 0559",250,"25 to under 35 miles",250,"South West","South West",-9,"DNA"
"2611","2002",20312,61,"Person no.1","Day 5","Jrny 2",1.17305843,1.05000636,"Stage 1","No",1,50,50,"5 to under 10 miles","Van/lorry",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 2","Household van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13238035200,"Saturday",13,"April",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1050,"1730 - 1744","1700 - 1759","Sat",1052.5,"1730 - 1744",1055,"1730 - 1744",50,"5 to under 10 miles",50,"South West","South West",-9,"DNA"
"2612","2002",20312,61,"Person no.1","Day 6","Jrny 2",1.27872656,1.14459006,"Stage 1","No",1,240,240,"15 to under 25 miles","Car",4,"Four",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",45,"45 mins under 1 hour",45,-9,"DNA","Last stage (Days 1-6)","Main stage",13238121600,"Sunday",14,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",45,"45 mins under 1 hour",45,45,"45 mins under 1 hour",45,900,"1500 - 1529","1500 - 1559","Sun",922.5,"1500 - 1529",945,"1530 - 1559",240,"15 to under 25 miles",240,"South West","South West",-9,"DNA"
"2613","2002",20312,61,"Person no.2","Day 1","Jrny 1",1.11719174,1,"Stage 1","No",1,220,220,"15 to under 25 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",35,"30 under 45 mins",35,0,"Nil","Other stage (Days 1-6)","Main stage",13237689600,"Tuesday",9,"April",2002,"No","No",1,"Private: car driver","Car/van driver","Two","Home","Work","Commuting","Commuting",45,"45 mins under 1 hour",45,45,"45 mins under 1 hour",45,450,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",472.5,"0745 - 0759",495,"0815 - 0829",230,"15 to under 25 miles",230,"South West","South West",-9,"DNA"
"2614","2002",20312,61,"Person no.2","Day 4","Jrny 1",1.15357105,1.03256318,"Stage 2","No",1,10,10,"1 to under 2 miles","Excursion/ Tour bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Excursion/ tour bus","Non-local bus",40,"30p to under 50p",-9,"DNA",40,"30p to under 50p","Ordinary adult",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Other stage",13237948800,"Friday",12,"April",2002,"No","No",1,"Private: car driver","Car/van driver","Two","Home","Work","Commuting","Commuting",70,"1 under 1.5 hours",70,70,"1 under 1.5 hours",70,490,"0800 - 0814","0800 - 0859","M-F 0800 - 0859",525,"0845 - 0859",560,"0915 - 0929",230,"15 to under 25 miles",230,"South West","South West",-9,"DNA"
"2615","2002",20312,61,"Person no.2","Day 4","Jrny 2",1.15357105,1.03256318,"Stage 1","No",1,10,10,"1 to under 2 miles","Excursion/ Tour bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Excursion/ tour bus","Non-local bus",40,"30p to under 50p",-9,"DNA",40,"30p to under 50p","Ordinary adult",10,"8 under 15 mins",10,-9,"DNA","Other stage (Days 1-6)","Other stage",13237948800,"Friday",12,"April",2002,"No","No",1,"Private: car driver","Car/van driver","Two","Work","Home","Commuting","Commuting",60,"1 under 1.5 hours",60,60,"1 under 1.5 hours",60,1020,"1700 - 1714","1700 - 1759","M-F 1700 - 1759",1050,"1730 - 1744",1080,"1800 - 1814",230,"15 to under 25 miles",230,"South West","South West",-9,"DNA"
"2616","2002",20312,71,"Person no.1","Day 1","Jrny 1",1.10215996,1,"Stage 1","No",1,30,30,"3 to under 5 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Days 1-6)","Main stage",13237603200,"Monday",8,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Work","Commuting","Commuting",15,"15 under 30 mins",15,15,"15 under 30 mins",15,330,"0500 - 0559","0500 - 0559","M-F Other times",337.5,"0500 - 0559",345,"0500 - 0559",30,"3 to under 5 miles",30,"South West","South West",-9,"DNA"
"2617","2002",20312,71,"Person no.2","Day 6","Jrny 1",1.26152133,1.14459006,"Stage 1","No",1,65,65,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13238035200,"Saturday",13,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",30,"30 under 45 mins",30,30,"30 under 45 mins",30,840,"1400 - 1429","1400 - 1459","Sat",855,"1400 - 1429",870,"1430 - 1459",65,"5 to under 10 miles",65,"South West","Wales",-9,"DNA"
"2618","2002",20312,171,"Person no.1","Day 3","Jrny 4",0.98572402,1.01109451,"Stage 1","No",1,14,14,"1 to under 2 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 4","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13237948800,"Friday",12,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Work","Home","Commuting","Commuting",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1060,"1730 - 1744","1700 - 1759","M-F 1700 - 1759",1062.5,"1730 - 1744",1065,"1745 - 1759",14,"1 to under 2 miles",14,"South West","South West",-9,"DNA"
